2, 3, 17, 19, 3, 1, 4, 9, 18, 3, 7, 1, 2, 3, 1, 1, 5, 15, 16, 3, 3, 4, 11, 6, 2, 2, 3, 12, 16, 3, 2, 4, 23, 2, 2, 2, 3, 16, 11, 2, 3, 5, 5, 29, 4, 3, 4, 12, 13, 8, 1
2, 3, 4, 4, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 3, 2, 2, 3, 2, 3, 1, 3, 10, 2, 2, 3, 2, 3, 2, 2, 2, 3
2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 6, 2, 2, 3, 2, 1, 3, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 2, 3
2, 2, 2, 2, 1, 1, 3, 2, 3, 3, 1, 2, 1, 2, 2, 2, 1, 2, 3, 4, 1, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 1, 2, 3, 4, 1, 1, 3, 2, 2, 3, 3, 2, 3, 3, 2, 2, 2, 2, 3, 1
2, 2, 12, 8, 1, 2, 2, 4, 9, 2, 4, 17, 9, 18, 2, 1, 3, 22, 42, 3, 3, 9, 26, 43, 2, 2, 2, 2, 23, 3, 1, 2, 26, 39, 2, 2, 1, 8, 8, 2, 4, 3, 27, 12, 7, 3, 2, 1, 2, 3, 2
2, 2, 13, 12, 1, 2, 2, 35, 27, 2, 4, 9, 4, 16, 4, 2, 2, 25, 15, 1, 2, 1, 50, 28, 20, 2, 2, 10, 16, 6, 3, 3, 22, 30, 4, 2, 2, 6, 6, 3, 2, 2, 67, 19, 3, 3, 2, 2, 3, 1, 2
2, 2, 7, 3, 6, 2, 4, 2, 3, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 3, 5, 2, 6, 1, 2, 5, 5, 1, 3, 5, 3, 6, 2, 2, 2, 3, 2, 2, 2, 2, 5, 3, 3, 1, 1, 1, 1, 2, 1
2, 3, 3, 3, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 3, 2, 2, 1, 2, 4, 1, 1, 1, 3, 2, 2, 2, 1, 2, 3, 3, 3, 1, 2, 1, 1, 2, 2, 3, 5, 3, 2, 2, 2, 1, 3, 5, 2
1, 9, 3, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 0, 3, 1, 2, 2, 2, 3, 4, 2, 2, 1, 2, 3, 1, 2, 2, 4, 2, 2, 1, 2, 7, 6, 3, 1, 6, 8, 5, 2, 2
2, 2, 11, 12, 1, 3, 3, 7, 26, 2, 2, 2, 18, 28, 3, 2, 2, 8, 8, 7, 2, 2, 8, 8, 1, 2, 2, 13, 14, 9, 1, 2, 9, 7, 3, 3, 2, 9, 17, 2, 2, 1, 13, 12, 2, 1, 8, 14, 12, 2, 2
1, 1, 9, 9, 3, 2, 6, 17, 18, 2, 2, 1, 34, 25, 2, 3, 1, 8, 8, 1, 1, 1, 14, 9, 1, 1, 2, 16, 23, 3, 3, 2, 21, 12, 3, 2, 1, 3, 6, 2, 1, 2, 9, 16, 2, 2, 4, 11, 13, 2, 1
1, 1, 1, 1, 4, 1, 1, 6, 3, 3, 1, 4, 2, 2, 1, 1, 2, 2, 3, 1, 1, 2, 7, 4, 2, 1, 1, 0, 2, 2, 1, 3, 18, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 12, 1, 1, 1
1, 2, 3, 2, 2, 3, 2, 3, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 4, 3, 3, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 5, 4, 10, 2, 1, 2
1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 6, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 3, 2, 2, 1, 2, 4, 2, 3, 2, 2, 2, 4, 2, 9, 5, 3, 3, 1
4, 2, 6, 8, 2, 1, 2, 20, 18, 2, 2, 1, 83, 28, 1, 2, 1, 16, 16, 1, 2, 3, 24, 13, 2, 2, 2, 30, 31, 3, 2, 1, 20, 24, 25, 5, 1, 13, 17, 5, 1, 2, 9, 11, 2, 2, 5, 27, 18, 2, 2
1, 2, 6, 10, 1, 2, 15, 37, 30, 3, 2, 2, 37, 17, 11, 2, 1, 22, 16, 8, 2, 2, 15, 41, 2, 1, 1, 15, 11, 3, 3, 1, 14, 25, 2, 2, 1, 17, 11, 1, 1, 3, 9, 9, 2, 2, 2, 8, 11, 1, 5
1, 1, 1, 1, 1, 1, 9, 4, 4, 2, 1, 4, 2, 2, 3, 1, 2, 4, 18, 3, 1, 0, 3, 1, 3, 3, 2, 2, 1, 1, 2, 4, 0, 4, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2
2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 3, 14, 4, 2, 12, 2, 1, 1, 2, 1, 4, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 1, 2, 1, 1, 1
1, 1, 2, 9, 2, 2, 1, 7, 1, 2, 2, 3, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 6, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1
1, 2, 21, 27, 4, 2, 1, 1, 2, 1, 2, 2, 62, 55, 2, 1, 1, 8, 13, 1, 1, 1, 17, 14, 2, 1, 21, 24, 5, 4, 1, 2, 12, 67, 1, 1, 1, 23, 12, 3, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1
1, 3, 21, 18, 1, 2, 2, 1, 2, 1, 1, 1, 77, 75, 3, 1, 1, 12, 10, 6, 1, 3, 20, 7, 1, 1, 2, 29, 5, 1, 1, 1, 3, 67, 2, 1, 2, 11, 8, 4, 2, 2, 4, 5, 2, 1, 1, 2, 3, 1, 2
1, 1, 3, 5, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 5, 4, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1
1, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 6, 0, 1, 1, 2, 1, 1, 1, 2, 2, 9, 2, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1
1, 1, 12, 7, 1, 1, 1, 3, 3, 3, 1, 1, 11, 15, 2, 2, 3, 15, 17, 5, 1, 1, 5, 0, 1, 1, 4, 23, 32, 3, 1, 1, 10, 21, 4, 2, 1, 14, 24, 1, 1, 1, 11, 19, 7, 1, 1, 36, 11, 1, 1
2, 3, 15, 19, 1, 1, 1, 2, 3, 3, 4, 1, 16, 16, 2, 1, 2, 13, 16, 1, 1, 3, 3, 1, 1, 1, 4, 22, 29, 11, 2, 1, 15, 30, 6, 1, 2, 10, 7, 1, 1, 1, 4, 11, 1, 1, 2, 16, 16, 11, 2
1, 1, 2, 1, 1, 1, 0, 1, 2, 2, 2, 2, 12, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 4, 2, 2, 2, 13, 2, 1, 2, 2, 1, 1, 2, 1, 2, 3, 3, 1, 1, 5, 8, 2, 1
1, 1, 7, 1, 1, 1, 2, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 5, 2, 2, 1, 1, 2, 2, 1, 2, 3, 3, 5, 2, 2, 1, 1, 1, 2, 6, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2
1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 6, 1, 1, 2, 2, 3, 1, 4, 2, 4, 2, 2, 1, 2, 2, 1, 1, 2, 2, 7, 2, 1, 3, 4, 1, 1, 1, 1, 1, 2, 2, 1, 2, 7, 12, 1, 3
2, 1, 23, 22, 1, 9, 1, 28, 35, 2, 2, 1, 6, 31, 26, 2, 2, 27, 44, 1, 2, 1, 146, 109, 2, 1, 1, 47, 80, 4, 1, 1, 46, 46, 3, 1, 2, 10, 9, 3, 9, 1, 23, 24, 2, 1, 2, 52, 16, 4, 2
2, 1, 2, 18, 1, 1, 2, 59, 47, 1, 1, 1, 19, 26, 3, 1, 1, 1, 1, 1, 2, 2, 44, 82, 10, 2, 1, 27, 30, 4, 3, 1, 59, 42, 4, 1, 2, 12, 8, 1, 3, 4, 46, 39, 3, 1, 2, 9, 2, 1, 1
1, 1, 5, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 8, 1, 2, 1, 3, 3, 2, 1, 1, 1, 4, 6, 3, 2, 1, 1, 2, 3, 2, 3, 3, 1, 3, 3, 2, 7, 2, 1, 1
2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 9, 13, 2, 1, 2, 3, 7, 2, 2, 2, 1, 1, 3, 2, 1, 1, 1, 1
1, 1, 1, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 7, 4, 2, 1, 2, 3, 1, 3, 2, 1, 1, 0, 5, 1
4, 2, 5, 18, 5, 1, 1, 23, 43, 1, 2, 1, 20, 17, 2, 2, 2, 58, 26, 4, 2, 1, 18, 27, 5, 1, 1, 16, 0, 1, 2, 1, 16, 14, 2, 1, 2, 42, 48, 13, 5, 6, 25, 30, 2, 1, 2, 18, 31, 1, 1
1, 1, 18, 34, 1, 2, 2, 55, 48, 2, 1, 1, 16, 16, 3, 1, 1, 19, 30, 1, 4, 2, 33, 12, 1, 1, 1, 11, 3, 2, 1, 2, 5, 10, 3, 1, 1, 22, 13, 3, 6, 4, 22, 9, 2, 3, 2, 14, 43, 2, 1
2, 2, 3, 1, 1, 2, 1, 1, 4, 1, 2, 3, 3, 1, 2, 1, 1, 1, 2, 2, 4, 1, 3, 2, 2, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 3, 3, 2, 1, 1, 2, 2, 1, 3, 1, 4, 1, 2, 1, 1, 1
1, 1, 8, 3, 3, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 3, 4, 1, 2, 2, 1, 1, 1, 2
1, 2, 3, 3, 4, 2, 2, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 4, 3, 1, 1, 1, 2, 1, 1, 2, 2, 1, 5, 1, 1, 1, 8, 2, 1, 1, 1, 1, 27, 14, 6, 1, 2, 1, 2, 1
2, 1, 7, 10, 1, 1, 2, 22, 26, 1, 2, 1, 8, 19, 2, 1, 4, 26, 6, 2, 2, 1, 1, 3, 4, 3, 2, 22, 16, 2, 1, 2, 33, 37, 3, 2, 1, 84, 43, 1, 1, 1, 25, 47, 17, 5, 1, 8, 1, 2, 1
2, 1, 13, 18, 1, 3, 2, 23, 41, 3, 2, 2, 6, 24, 3, 1, 6, 22, 24, 3, 2, 1, 0, 3, 1, 1, 1, 0, 0, 3, 1, 1, 3, 9, 8, 1, 1, 30, 19, 1, 1, 2, 5, 36, 3, 5, 2, 2, 2, 1, 1
2, 2, 2, 3, 0, 3, 2, 1, 1, 1, 3, 1, 3, 11, 2, 2, 4, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 5, 2, 1, 2, 1, 2, 3, 2, 3, 2, 2, 6, 2, 1, 1
1, 1, 2, 5, 1, 2, 1, 4, 0, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 10, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 3, 2, 6, 2, 3, 2, 2, 2, 2, 2, 1
2, 2, 1, 2, 0, 2, 4, 2, 1, 4, 3, 1, 1, 2, 1, 3, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 7, 1, 2, 2, 2, 1, 2, 4, 2, 2, 1, 6, 4, 1, 1, 1, 1, 1
1, 2, 1, 1, 2, 2, 1, 2, 3, 1, 2, 2, 1, 4, 1, 2, 2, 0, 2, 2, 3, 2, 1, 2, 2, 1, 2, 2, 6, 2, 2, 2, 1, 3, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 8, 12, 2, 1, 2, 1, 1
